ESTACION,LATITUD,LONGITUD,FUENTE
TAMBO GRANDE,-4.93848,-80.34703,HTML_EMBEDDED
HUALCUY,-4.74701,-79.60729,HTML_EMBEDDED
ALTO DE POCLUS,-4.91691,-79.89052,HTML_EMBEDDED
PAIMAS,-4.63439,-79.94581,HTML_EMBEDDED
SAPILLICA,-4.79639,-79.99972,HTML_EMBEDDED
EL CIRUELO,-4.29899,-80.1673,HTML_EMBEDDED
PUENTE MACARA,-4.39338,-79.96412,HTML_EMBEDDED
HUANCABAMBA,-5.24681,-79.45399,HTML_EMBEDDED
HUARMACA,-5.56586,-79.52544,HTML_EMBEDDED
CANCHAQUE,-5.40055,-79.6052,HTML_EMBEDDED
PUENTE ÑACARA,-5.1128,-80.17296,HTML_EMBEDDED
CHULUCANAS,-5.10844,-80.16954,HTML_EMBEDDED
CORRAL DEL MEDIO,-5.18871,-79.89148,HTML_EMBEDDED
CHALACO,-5.03389,-79.83,HTML_EMBEDDED
SAN PEDRO,-5.07954,-80.0162,HTML_EMBEDDED
MORROPON,-5.19465,-79.97107,HTML_EMBEDDED
SALITRAL,-5.34602,-79.83761,HTML_EMBEDDED
MALACASI,-5.33977,-79.85794,HTML_EMBEDDED
HACIENDA BIGOTE,-5.32089,-79.78569,HTML_EMBEDDED
HACIENDA BARRIOS,-5.2895,-79.69909,HTML_EMBEDDED
SANTO DOMINGO,-5.03827,-79.87049,HTML_EMBEDDED
PUENTE SIMON RODRIGUEZ,-4.87999,-81.02038,HTML_EMBEDDED
LANCONES,-4.6429,-80.54716,HTML_EMBEDDED
ALAMOR,-4.47749,-80.39788,HTML_EMBEDDED
LA ARDILLA,-4.49094,-80.38819,HTML_EMBEDDED
CHUSIS,-5.51694,-80.83361,HTML_EMBEDDED
BERNAL,-5.45449,-80.74262,HTML_EMBEDDED
PUNO,-15.82625,-70.01208,HTML_EMBEDDED
ENAFER,-15.83647,-70.016,HTML_EMBEDDED
ILLPA,-15.68726,-70.07988,HTML_EMBEDDED
LARAQUERI,-16.13592,-70.04589,HTML_EMBEDDED
PUENTE AZANGARO,-14.92139,-70.18861,HTML_EMBEDDED
UPINA,-13.88492,-70.08281,HTML_EMBEDDED
AYMAÑA,-13.87279,-70.66759,HTML_EMBEDDED
CRUCERO,-14.36416,-70.02583,HTML_EMBEDDED
DESAGUADERO,-16.56364,-69.03667,HTML_EMBEDDED
PUENTE CARRETERA RAMIS,-15.25544,-69.87381,HTML_EMBEDDED
HUANCASAYA,-15.14308,-69.21467,HTML_EMBEDDED
LAMPA,-15.36296,-70.37343,HTML_EMBEDDED
CABANILLAS,-15.63909,-70.34661,HTML_EMBEDDED
PAMPAHUTA,-15.48369,-70.67599,HTML_EMBEDDED
CRUCERO ALTO,-15.76448,-70.911,HTML_EMBEDDED
PALCA,-15.2359,-70.59313,HTML_EMBEDDED
ANANSAYA -PUNA,-14.33386,-70.52334,HTML_EMBEDDED
JULIACA,-15.47106,-70.17122,HTML_EMBEDDED
JEPELACIO,-6.11275,-76.90761,HTML_EMBEDDED
BELLAVISTA,-7.05517,-76.55836,HTML_EMBEDDED
SHANAO,-6.41291,-76.60001,HTML_EMBEDDED
TINGO DE PONAZA,-6.93722,-76.25267,HTML_EMBEDDED
NARANJILLO,-5.80962,-77.39321,HTML_EMBEDDED
EL PORVENIR,-6.58906,-76.31824,HTML_EMBEDDED
TOCACHE,-8.18475,-76.50789,HTML_EMBEDDED
CERRO BLANCO,-17.96873,-70.15231,HTML_EMBEDDED
CORUCA,-17.63312,-70.45456,HTML_EMBEDDED
LA TRANCA,-17.74313,-70.47178,HTML_EMBEDDED
CAPLINA,-17.6921,-69.92511,HTML_EMBEDDED
CHALLATA,-17.81542,-70.09896,HTML_EMBEDDED
REPRESA PAUCARANI,-17.53436,-69.76499,HTML_EMBEDDED
BOCATOMA EL AYRO,-17.58019,-69.62673,HTML_EMBEDDED
CANDARAVE,-17.268,-70.25409,HTML_EMBEDDED
CORACHAY II,-17.11435,-70.28838,HTML_EMBEDDED
LAGUNA ARICOTA,-17.37093,-70.30847,HTML_EMBEDDED
PUENTE VIEJO,-17.61756,-70.76097,HTML_EMBEDDED
TICAPAMPA,-17.47659,-70.54263,HTML_EMBEDDED
TARATA,-17.47937,-70.03665,HTML_EMBEDDED
CHUAPALCA,-17.30882,-69.66179,HTML_EMBEDDED
PUENTE TALAPALCA,-17.47487,-70.17265,HTML_EMBEDDED
ANCOAQUE,-17.19972,-69.93917,HTML_EMBEDDED
VILACOTA,-17.07909,-70.04302,HTML_EMBEDDED
SALIDA TUNEL KOVIRE,-17.23804,-70.00854,HTML_EMBEDDED
REPRESA JARUMAS,-17.3692,-69.94863,HTML_EMBEDDED
PUERTO PIZARRO,-3.50396,-80.39538,HTML_EMBEDDED
PUENTE TUMBES,-3.5709,-80.4609,HTML_EMBEDDED
CAMPAMENTO SEDE,-3.55115,-80.42962,HTML_EMBEDDED
RICA PLAYA,-3.81333,-80.4575,HTML_EMBEDDED
HUASIMO,-3.99815,-80.50392,HTML_EMBEDDED
CABO INGA M,-3.97594,-80.40182,HTML_EMBEDDED
CABO INGA H,-3.97873,-80.39938,HTML_EMBEDDED
EL TIGRE,-3.7687,-80.45689,HTML_EMBEDDED
CAÑAVERAL,-3.93905,-80.65055,HTML_EMBEDDED
MATAPALO,-3.68276,-80.19851,HTML_EMBEDDED
CALLERIA,-7.89825,-74.49886,HTML_EMBEDDED
PUERTO ESPERANZA,-9.77083,-70.70666,HTML_EMBEDDED
LETRAYOC,-13.65773,-75.74496,HTML_EMBEDDED
HUAYTAPALLANA,-11.92717,-75.06186,HTML_EMBEDDED
SATIPO,-11.2247,-74.6087,HTML_EMBEDDED
POTSOTENI,-11.41316,-74.14723,HTML_EMBEDDED
TARMA,-11.3967,-75.6899,HTML_EMBEDDED
CHACAPALPA,-11.7525,-75.74226,HTML_EMBEDDED
MARCAPOMACOCHA,-11.40443,-76.32508,HTML_EMBEDDED
SALINAR,-7.66069,-78.96109,HTML_EMBEDDED
CASAGRANDE,-7.75031,-79.18869,HTML_EMBEDDED
CALLANCAS,-7.7675,-78.47729,HTML_EMBEDDED
LA FORTUNA,-7.67042,-78.40242,HTML_EMBEDDED
USQUIL,-7.8186,-78.41497,HTML_EMBEDDED
PUENTE COINA,-7.79636,-78.38012,HTML_EMBEDDED
CAPACHIQUE,-7.85642,-78.31184,HTML_EMBEDDED
TICAPAMPA,-7.91641,-77.90148,HTML_EMBEDDED
QUIRUVILCA,-8.00419,-78.3079,HTML_EMBEDDED
PUENTE PALMIRA,-7.54919,-78.81051,HTML_EMBEDDED
CASCAS,-7.47987,-78.82367,HTML_EMBEDDED
LUCMA,-7.64333,-78.55135,HTML_EMBEDDED
EL TAMBO,-7.57398,-78.70655,HTML_EMBEDDED
MARMOT,-7.7635,-78.66725,HTML_EMBEDDED
TINAJONES,-6.65489,-79.42792,HTML_EMBEDDED
VISTA FLORIDA,-6.72775,-79.78088,HTML_EMBEDDED
PUCHACA,-6.37353,-79.46673,HTML_EMBEDDED
TONGORRAPE,-6.06692,-79.68203,HTML_EMBEDDED
EL VIRREY,-5.53579,-79.98416,HTML_EMBEDDED
PASABAR,-5.83714,-79.81911,HTML_EMBEDDED
ANTONIO RAYMONDI,-11.77606,-77.15139,HTML_EMBEDDED
CERES,-12.02867,-76.92711,HTML_EMBEDDED
AGUA AZUL BOCATOMA,-11.80778,-76.99766,HTML_EMBEDDED
CARABAYLLO,-11.90219,-77.03364,HTML_EMBEDDED
CAMPO DE MARTE,-12.07056,-77.04314,HTML_EMBEDDED
VON HUMBOLDT,-12.08221,-76.93944,HTML_EMBEDDED
ÑAÑA,-11.98744,-76.84194,HTML_EMBEDDED
CHOSICA,-11.92986,-76.68964,HTML_EMBEDDED
PUENTE PIEDRA,-11.86325,-77.07413,HTML_EMBEDDED
SAN BORJA,-12.10859,-77.00769,HTML_EMBEDDED
SAN JUAN DE LURIGANCHO,-11.98164,-76.99925,HTML_EMBEDDED
